,post_text,followers,friends,favorites,statuses,label
13426,"@DavidCornDC Who do you think won the propaganda wars during the campaign? 
RT(Russian TV)  or Morning Joe  MSNBC? https://t.co/kWw4z1uqhk",126,621,22,2111,0
13427,"@dailykos Who do you think won the Propaganda Wars against HC or for DRT,   RT-Russian TV ---OR @Morning_Joe MSNBC?",126,621,22,2111,0
13428,"Center for American Progress 
WHO do yoo think won the Propaganda War against HC &amp; DRT?   RT-Russian TV OR Morning Joe MSNBC?",126,621,22,2111,0
13429,If you deal with Suntrap at Christmas you'll get a lump of coal!!!! https://t.co/yesGDj6vUQ,126,621,22,2111,0
13430,@DefendingtheUSA STILL LYING!! YU didn't win the majority of votes you lair!,126,621,22,2111,0
13431,Who do you think won the propaganda war for Trump?   Morning Joe--- or--- RT?,126,621,22,2111,0
13432,"Bill McKibben on how awful all of Trump’s choices are for the planet, how to resist: https://t.co/GHC5lHWYfV via @slate",126,621,22,2111,0
13433,"@XTraceyAnn You are joking, right?  So you think my Lord and Savior will like Christmas better this year since the GROPER will be president",126,621,22,2111,0
13434,Republican Senator Falls Apart And Can't Name A Single Time That Trump Criticized Putin via @politicususa https://t.co/eJiCOVkffI,126,621,22,2111,0
13435,Truth matters and we can’t keep playing loose with the facts @HuffPostBlog https://t.co/WmnYkzJVgP via @HuffPostPol,126,621,22,2111,0
13436,@Morning_Joe Since you and Mika already work for trump it seems a good idea that you'll help him start The Trump Network! Please leave NBC,126,621,22,2111,0
13437,@MaleOutrage You can watch Fox and get the same crap!,126,621,22,2111,0
13438,"Why the CIA Thinks Russia Wanted Trump to Win https://t.co/QCG1JVdRrr

Russia ????? Disrupted election????Trump denies? How does he Know????",126,621,22,2111,0
13439,Why the CIA Thinks Russia Wanted Trump to Win https://t.co/QCG1JVdRrr,126,621,22,2111,0
13440,@AndrewKirell NOOOOOOOOOOOOOOOOOOOOO! Bill's lost it!!!!!!,126,621,22,2111,0
13441,I'm not to concerned....................no one really believes that idiot!!!! https://t.co/J9qBUxMqJg,126,621,22,2111,0
13442,"And we got what from Stalin?  Oh Yeah, the cold war. occupation of much of Europe and many other countries, Cuban M… https://t.co/V46IZmQd6I",126,621,22,2111,0
13443,"MSNBC 3 hr Trump Show!  like FOX ON NBC!  Still not revealing your duel purpose?
1st hour especially for TRUMP! Pay… https://t.co/9tVIJOjmFN",126,621,22,2111,0
13444,@RyanZinke Do u love the National Parks like me?  PLEASEdon't follow trumps lead and destroy!   https://t.co/oVrLulwuAn      some from 26 NP,126,621,22,2111,0
13445,Gates &amp; Rice operate in or for a Promotions Company! Guess who is a client ?   REX T! Wonder why they praised him?… https://t.co/MxqhrjZxwd,126,621,22,2111,0
13446,"@FoxNews Like most things on Fox, it's not real, not true.............who took the photo, Roger A?",126,621,22,2111,0
13447,"@FoxNews 62,000,000 buy into your lies...................65,000,000 don't!!!!
WE""RE STILL HERE!! WE'LL still be here! Not going anywhere!!!!",126,621,22,2111,0
13448,"@FoxNews  What if:  one day your children see what you've said last ten years, check it out, find it to be lies! What reason do you give!",126,621,22,2111,0
13449,"Trump is assembling an anti-government. Did Russia help get him here? https://t.co/mEqvHuGNEL  SCARED! 62,000,000 citizens let him in WH!",126,621,22,2111,0
13450,Morning Joe Panel Breaks Into Laughter at Trump Tweeting Followers to Watch Sex Tape via @politicususa https://t.co/N2YdRaOKSx  TRUMPREPORT,126,621,22,2111,0
13451,"@politicususa Joe &amp; Mika, Trump, Putin!!   Come ON!  MSNBC one step removed from a murderer, thug and war criminal! COME ON!!!",126,621,22,2111,0
13452,@politicususa  DID YOU KNOW that these 2 persons work for/or own a publicity firm? Did you know that REX  is one of their clients?  Motive?,126,621,22,2111,0
13453,Joy Reid: Trump Is Already 'Screwing Over' White Working Class Voters (VIDEO) https://t.co/wF9TkbDmwo via @LibAmericaOrg,126,621,22,2111,0
13454,"We have been fortunate to have these people working for us for past 25 years!
I can only hope that your kids, my... https://t.co/NwgZglK7DQ",126,621,22,2111,0
13455,Scarborough Gets His Widdle Fee Fees Hurt When Someone Calls Him A Whore For Trump https://t.co/RrWRnGeTjI,126,621,22,2111,0
13456,Views about Joe Scarborough....................................... https://t.co/z0riw8PsU3,126,621,22,2111,0
13457,"Aleph: Hiroko, can we go to McDonalds?
Hiroko: No, Zayin made a nice dinner at home
Aleph: i hate this fucking family",20,0,0,2143,0
13458,&gt; Aleph nods at you.,20,0,0,2143,0
13459,Farewell.,20,0,0,2143,0
13460,Oh crap! It's a trap! Aleph took damage.,20,0,0,2143,0
13461,I will pray for your safety and success. Be careful.,20,0,0,2143,0
13462,&gt; Everyone's dancing furiously.,20,0,0,2143,0
13463,who the fuck is daleth,20,0,0,2143,0
13464,"Yeah, I still have much to do... I can't put it off indefinitely.",20,0,0,2143,0
13465,Take care not to let any demons possess your body while you sleep...,20,0,0,2143,0
13466,"Oh yes, my criminal record? The only thing illegal I've done is absolutely KILLIN it on the dancefloor. Haha just kidding! I've killed a man",20,0,0,2143,0
13467,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0
13468,Farewell.,20,0,0,2143,0
13469,i want louis to step on me,20,0,0,2143,0
13470,&gt; Aleph was thrown outside the Center!,20,0,0,2143,0
13471,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0
13472,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0
13473,This imposing presence... He is no ordinary opponent. Be on your guard.,20,0,0,2143,0
13474,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,0
13475,YHVH is a cool guy and a reliable friend.,20,0,0,2143,0
13476,Aleph dabbed!,20,0,0,2143,0
13477,&gt; Everyone's dancing furiously.,20,0,0,2143,0
13478,"i want satan to come into my millennium and smash a megiddo ark over my head, killing me instantly",20,0,0,2143,0
13479,who the fuck is daleth,20,0,0,2143,0
13480,Take care not to let any demons possess your body while you sleep...,20,0,0,2143,0
13481,Aleph dabbed!,20,0,0,2143,0
13482,"I see... In that case, I should go see En no Ozuno.",20,0,0,2143,0
13483,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0
13484,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0
13485,"fuCK you f#ck your cartoon fake yhvh fuck his stupid sun-glasses and FUCK the archangels

and fuck THEIR sunglasses",20,0,0,2143,0
13486,For sale. Baby shoes. Never worn. They were too small for me. I'm an adult man. I wear a size 10 and these are in baby size. I fucked up. $9,20,0,0,2143,0
13487,&gt; Aleph was thrown outside the Center!,20,0,0,2143,0
13488,"Aleph tried 20 backflips!
...
Oh! You pulled it off perfectly!
Hot damn!",20,0,0,2143,0
13489,I will pray for your safety and success. Be careful.,20,0,0,2143,0
13490,&gt; Aleph danced furiously across the dance floor!,20,0,0,2143,0
13491,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0
13492,BACKSTREET'S BACK ALRIGHT,20,0,0,2143,0
13493,Aleph furiously danced all around!,20,0,0,2143,0
13494,My partner and I must defeat YHVH.,20,0,0,2143,0
13495,"1. zayin
a dick (in hebrew)...slang",20,0,0,2143,0
13496,For sale. Baby shoes. Never worn. They were too small for me. I'm an adult man. I wear a size 10 and these are in baby size. I fucked up. $9,20,0,0,2143,0
13497,who the fuck is jesus christ,20,0,0,2143,0
13498,Farewell.,20,0,0,2143,0
13499,"Aleph tried 20 backflips!
...
Oh! You pulled it off perfectly!
Hot damn!",20,0,0,2143,0
13500,"Oh yes, my criminal record? The only thing illegal I've done is absolutely KILLIN it on the dancefloor. Haha just kidding! I've killed a man",20,0,0,2143,0
13501,This imposing presence... He is no ordinary opponent. Be on your guard.,20,0,0,2143,0
13502,Oh crap! It's a trap! Aleph took damage.,20,0,0,2143,0
13503,&gt; Aleph danced furiously across the dance floor!,20,0,0,2143,0
13504,"Hawk: i'm hungry
Okamoto: hi hungry i'm dad",20,0,0,2143,0
13505,ALL MY FRIENDS ARE DEAD,20,0,0,2143,0
13506,Oh crap! It's a trap! Aleph took damage.,20,0,0,2143,0
13507,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0
13508,So I told Zayin to rebel against the Center.. he actually did it the absolute madman hahahahahahaha!,20,0,0,2143,0
13509,I'll go on ahead. See you later.,20,0,0,2143,0
13510,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,0
13511,Farewell.,20,0,0,2143,0
13512,For sale. Baby shoes. Never worn. They were too small for me. I'm an adult man. I wear a size 10 and these are in baby size. I fucked up. $9,20,0,0,2143,0
13513,YHVH is a cool guy and a reliable friend.,20,0,0,2143,0
13514,"Sorry to ask, but... mind helping me with these guys?",20,0,0,2143,0
13515,&gt; Aleph nods at you.,20,0,0,2143,0
13516,"Aleph tried 20 backflips!
...
Oh! You pulled it off perfectly!
Hot damn!",20,0,0,2143,0
13517,This imposing presence... He is no ordinary opponent. Be on your guard.,20,0,0,2143,0
13518,Oh crap! It's a trap! Aleph took damage.,20,0,0,2143,0
13519,Aleph dabbed!,20,0,0,2143,0
13520,"Sorry to ask, but... mind helping me with these guys?",20,0,0,2143,0
13521,Aleph furiously danced all around!,20,0,0,2143,0
13522,"i want satan to come into my millennium and smash a megiddo ark over my head, killing me instantly",20,0,0,2143,0
13523,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0
13524,"fuCK you f#ck your cartoon fake yhvh fuck his stupid sun-glasses and FUCK the archangels

and fuck THEIR sunglasses",20,0,0,2143,0
13525,I will pray for your safety and success. Be careful.,20,0,0,2143,0
13526,ALL MY FRIENDS ARE DEAD,20,0,0,2143,0
13527,Take care not to let any demons possess your body while you sleep...,20,0,0,2143,0
13528,Oh crap! It's a trap! Aleph took damage.,20,0,0,2143,0
13529,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0
13530,&gt; Aleph nods at you.,20,0,0,2143,0
13531,... Looks like this was good timing.,20,0,0,2143,0
13532,"Aleph tried 20 backflips!
...
Oh! You pulled it off perfectly!
Hot damn!",20,0,0,2143,0
13533,"i want satan to come into my millennium and smash a megiddo ark over my head, killing me instantly",20,0,0,2143,0
13534,"fuCK you f#ck your cartoon fake yhvh fuck his stupid sun-glasses and FUCK the archangels

and fuck THEIR sunglasses",20,0,0,2143,0
13535,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,0
13536,"&gt; Aleph, having finished off his own enemies, walks over to you.",20,0,0,2143,0
13537,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0
13538,who the fuck is daleth,20,0,0,2143,0
13539,i want louis to step on me,20,0,0,2143,0
13540,who the fuck is jesus christ,20,0,0,2143,0
13541,Aleph furiously danced all around!,20,0,0,2143,0
13542,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0
13543,"Oh yes, my criminal record? The only thing illegal I've done is absolutely KILLIN it on the dancefloor. Haha just kidding! I've killed a man",20,0,0,2143,0
13544,"&gt; You enter the Messian Church.
HP: Low.
Alignment: Chaos.
Mara: Summoned.
&gt; You are forcibly removed from the Messian Church.",20,0,0,2143,0
13545,So I told Zayin to rebel against the Center.. he actually did it the absolute madman hahahahahahaha!,20,0,0,2143,0
13546,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,0
13547,Why am I here? Do you know what's going on?,20,0,0,2143,0
13548,"fuCK you f#ck your cartoon fake yhvh fuck his stupid sun-glasses and FUCK the archangels

and fuck THEIR sunglasses",20,0,0,2143,0
13549,ALL MY FRIENDS ARE DEAD,20,0,0,2143,0
13550,I'll go on ahead. See you later.,20,0,0,2143,0
13551,&gt; Aleph nods at you.,20,0,0,2143,0
13552,My partner and I must defeat YHVH.,20,0,0,2143,0
13553,YHVH is a cool guy and a reliable friend.,20,0,0,2143,0
13554,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,0
13555,"&gt; Aleph, having finished off his own enemies, walks over to you.",20,0,0,2143,0
13556,"i want satan to come into my millennium and smash a megiddo ark over my head, killing me instantly",20,0,0,2143,0
13557,So I told Zayin to rebel against the Center.. he actually did it the absolute madman hahahahahahaha!,20,0,0,2143,0
13558,Aleph dabbed!,20,0,0,2143,0
13559,i want louis to step on me,20,0,0,2143,0
13560,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0
13561,"&gt; Aleph, having finished off his own enemies, walks over to you.",20,0,0,2143,0
13562,yeah demifiends cool but can he do this *slays god and gets cursed to infinite reincarnation*,20,0,0,2143,0
13563,"Yeah, I still have much to do... I can't put it off indefinitely.",20,0,0,2143,0
13564,"Oh yes, my criminal record? The only thing illegal I've done is absolutely KILLIN it on the dancefloor. Haha just kidding! I've killed a man",20,0,0,2143,0
13565,BACKSTREET'S BACK ALRIGHT,20,0,0,2143,0
13566,For sale. Baby shoes. Never worn. They were too small for me. I'm an adult man. I wear a size 10 and these are in baby size. I fucked up. $9,20,0,0,2143,0
13567,"1. zayin
a dick (in hebrew)...slang",20,0,0,2143,0
13568,&gt; Aleph nods at you.,20,0,0,2143,0
13569,Farewell.,20,0,0,2143,0
13570,DOWN WITH MESSIANS,20,0,0,2143,0
13571,"Hawk: i'm hungry
Okamoto: hi hungry i'm dad",20,0,0,2143,0
13572,... Looks like this was good timing.,20,0,0,2143,0
13573,&gt; Aleph was thrown outside the Center!,20,0,0,2143,0
13574,who the fuck is jesus christ,20,0,0,2143,0
13575,My partner and I must defeat YHVH.,20,0,0,2143,0
13576,I will pray for your safety and success. Be careful.,20,0,0,2143,0
13577,"Aleph tried 20 backflips!
...
Oh! You pulled it off perfectly!
Hot damn!",20,0,0,2143,0
13578,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0
13579,DOWN WITH MESSIANS,20,0,0,2143,0
13580,&gt; Aleph was thrown outside the Center!,20,0,0,2143,0
13581,For sale. Baby shoes. Never worn. They were too small for me. I'm an adult man. I wear a size 10 and these are in baby size. I fucked up. $9,20,0,0,2143,0
13582,&gt; Aleph danced furiously across the dance floor!,20,0,0,2143,0
13583,&gt; Aleph nods at you.,20,0,0,2143,0
13584,Take care not to let any demons possess your body while you sleep...,20,0,0,2143,0
13585,YHVH is a cool guy and a reliable friend.,20,0,0,2143,0
13586,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0
13587,who the fuck is jesus christ,20,0,0,2143,0
13588,&gt; Aleph danced furiously across the dance floor!,20,0,0,2143,0
13589,"&gt; You enter the Messian Church.
HP: Low.
Alignment: Chaos.
Mara: Summoned.
&gt; You are forcibly removed from the Messian Church.",20,0,0,2143,0
13590,So I told Zayin to rebel against the Center.. he actually did it the absolute madman hahahahahahaha!,20,0,0,2143,0
13591,"1. zayin
a dick (in hebrew)...slang",20,0,0,2143,0
13592,I'll go on ahead. See you later.,20,0,0,2143,0
13593,Hanged Man entered Nirvana just by being touched by Aleph.,20,0,0,2143,0
13594,&gt; Everyone's dancing furiously.,20,0,0,2143,0
13595,BACKSTREET'S BACK ALRIGHT,20,0,0,2143,0
13596,&gt; Aleph nods at you.,20,0,0,2143,0
13597,My partner and I must defeat YHVH.,20,0,0,2143,0
13598,You're the one from my dream! I see. You must be whom Stephen spoke of.,20,0,0,2143,0
13599,louis could morningstar me and i would thank him,20,0,0,2143,0
13600,"Hey-- Heh, I see. You're no ordinary kid, are you?",20,0,0,2143,0
13601,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0
13602,&gt; Aleph glances at you while fighting off the enemies surrounding him.,20,0,0,2143,0
13603,"1. zayin
a dick (in hebrew)...slang",20,0,0,2143,0
13604,&gt; Everyone's dancing furiously.,20,0,0,2143,0
13605,"I see... In that case, I should go see En no Ozuno.",20,0,0,2143,0
